Lead_ID,Name,Company,Industry,Annual_Revenue,Lead_Source,Status,Pages_Viewed,Email_Open_Rate,CTA_Clicks,Demo_Requested,Converted_to_Opportunity
00QKP7Q7C8NCZEO7R5,Carrie Campbell,"Smith, Ramirez and Morrison",Software,1073676.63,Purchased List,Open - Not Contacted,1,0.01,0,0,0
00Q1Z2VAACIYACUJY0,John Mendoza,Guzman-Lyons,Financial Services,22072890.0,Web,Converted,8,0.206,1,1,1
00QF6SRAMSP8PF2SML,Sheri Berry,"Smith, Barnes and Dodson",Education,2848242.41,Other,Open - Not Contacted,1,0.136,0,0,0
00Q68L3I9SYB6S15TS,Marissa Brown,"Carter, Rios and Wilson",Education,511465.56,Email,Nurturing,8,0.245,1,0,0
00Q5IZWSKHSD5FZL6X,Jessica Smith,"Davis, Burton and Anderson",Software,1344132.32,Web Download,Nurturing,10,0.29,0,0,0
00QI7SGPH81GK2OV48,Leslie Parks,Paul Ltd,Healthcare,14288424.42,Web Download,Qualified,3,0.314,0,0,0
00QPYCKDS0RU66BSBK,Antonio Parker,Stevens-Hunter,Financial Services,9341903.46,Purchased List,Open - Not Contacted,1,0.046,0,0,0
00QQHR9HGTQPCBGNT0,Joshua Davis,Wiggins-Jones,Healthcare,2222670.15,Phone Inquiry,Open - Not Contacted,3,0.065,0,0,0
00QEB78G9G3OSGAKUB,Daniel Whitaker,Bruce-Mcdonald,Healthcare,8929092.57,Partner Referral,Working - Contacted,4,0.204,0,1,0
00QLLQUGHINJZXN8AB,Kimberly Woodard,"Montes, Gregory and Reeves",Healthcare,12100854.95,Email,Converted,12,0.319,6,1,1
00QHOQUTW80AIC5DVD,Emily Hancock,Young Group,Financial Services,7635155.68,Web,Open - Not Contacted,10,0.188,1,0,0
00QOCL7HA2PAY6SLUB,Paula Snyder,"Nguyen, Abbott and Richmond",Manufacturing,9221164.53,Partner Referral,Nurturing,7,0.251,1,0,0
00QA12VQ26GIZK4D7H,Tracy Cook,Johnson-Perkins,Software,1440112.52,Email,Open - Not Contacted,5,0.354,1,0,0
00QIPPGG323KI7OFI7,Ian Strickland,"Gutierrez, Rodriguez and Ramirez",Software,704145.69,Web Download,Converted,13,0.285,1,0,1
00QLLBP4SQNK6ZNGLN,John Murphy,"Miller, Osborne and Gallegos",Software,6488835.07,Email,Working - Contacted,3,0.318,0,0,0
00Q90I7YEE7PCIWAH8,William Orozco,"Jones, Mcconnell and Hines",Logistics,5724968.7,Email,Converted,4,0.283,1,1,1
00Q1O4QP0FBP49J6VX,Emily Fowler,West-Mercer,Software,24689932.45,Purchased List,Open - Not Contacted,1,0.156,0,0,0
00QU0PWDDPOU7PQ57G,Vincent Alvarez,"Watkins, Shannon and Powell",Healthcare,6578461.57,Purchased List,Open - Not Contacted,2,0.1,1,0,0
00QA9PU4EBR3Y2BSUK,Scott Smith,"Williams, Dunn and Griffin",Software,1777600.09,Phone Inquiry,Qualified,2,0.11,0,0,0
00Q6OZANL9YBY4LLR2,Christopher Anderson,Harris-Williams,Nonprofit,2497203.79,Purchased List,Nurturing,1,0.083,0,0,0
00QLXXLBSWHGHF3FFK,Dr. Lynn Perez,"Quinn, Villanueva and Reyes",Software,2331381.28,Web,Converted,9,0.121,1,0,1
00QK6AH9AFCT84NUF9,Kayla Hoffman,"Lopez, Owens and Richards",Healthcare,6491820.34,Other,Working - Contacted,2,0.202,1,0,0
00Q253J8QDZV6A0KE8,Tony Stewart,Washington and Sons,Education,1461598.12,Web,Working - Contacted,5,0.246,0,0,0
00Q7XPQHDELZHBLPWL,Jennifer Miller,Lynch Ltd,Software,15004705.21,Email,Converted,8,0.281,3,0,1
00QK3NDOSAGWGTNIP2,Luke Lopez,Davis PLC,Education,1147341.81,Web,Nurturing,12,0.154,0,1,0
00Q7NWFDOU6EYZG2N1,Levi White,Fitzgerald and Sons,Nonprofit,854674.19,Web,Nurturing,2,0.133,0,0,0
00QBSP89Z6K7IIOA4N,Christopher Ruiz,Parker LLC,Education,3396312.4,Email,Nurturing,7,0.273,0,0,0
00Q7TYHVJY1TNPEGSG,Lindsey Villegas,Shelton-Nunez,Nonprofit,2859554.76,Trade Show,Converted,10,0.196,1,0,1
00QY1P7YLAXQ9IEAT9,Adam Morris,Rivera Ltd,Financial Services,26604071.77,Partner Referral,Open - Not Contacted,6,0.238,2,0,0
00QUGXZSLO30VOQITA,Sharon Norton,Joyce Group,Software,8910540.31,Web,Nurturing,5,0.253,0,0,0
00QMYDRTTCLUX7F3IN,Henry Hoover,"Washington, Soto and Frazier",Manufacturing,4439635.82,Phone Inquiry,Unqualified,3,0.119,0,0,0
00Q8TZNSY84V4KB8VM,Catherine Kim,"Mayo, Taylor and Hernandez",Software,1830618.99,Web Download,Converted,11,0.274,1,0,1
00QONXMJL29RE75TU7,Jimmy Decker,"Martin, Cooper and Bradley",Logistics,13486993.76,Web,Converted,7,0.17,2,0,1
00QI7SSXK5WMWURO49,Makayla Lopez,"Stanley, Hines and Watson",Software,1212992.44,Web Download,Converted,6,0.308,1,0,1
00Q5C8Y47TQKUJN2FG,Mario Martinez MD,Liu LLC,Logistics,14695227.43,Partner Referral,Working - Contacted,3,0.263,0,0,0
00Q9EL672QDJTPJAA1,Diana Hicks,Morrison Group,Software,9090527.1,Web Download,Converted,10,0.246,1,0,1
00QVP2DQZQ40LNZSNV,Michael Zhang,Massey-Dyer,Education,21387410.34,Email,Open - Not Contacted,7,0.319,1,0,0
00QZJ7JSCH77HRW9AI,Katelyn Daniel MD,"Ellis, Campbell and Gonzalez",Nonprofit,659296.87,Web,Converted,10,0.141,2,1,1
00QJRLNIL5GX0A70RE,Anthony Ramirez,West-Navarro,Financial Services,1414788.15,Email,Converted,5,0.304,3,1,1
00QJ1N46O99AWA1W5F,Chad Edwards,Mendoza-Boyer,Healthcare,18690212.27,Web Download,Open - Not Contacted,9,0.357,0,0,0
00QZNJFS9ZZ1790LQC,Angela Garcia,Fitzpatrick and Sons,E-Commerce,40975447.67,Purchased List,Open - Not Contacted,2,0.057,0,0,0
00QZGJ6F2QV23KO2E9,Kathleen Hamilton,Holmes and Sons,Healthcare,19009782.24,Email,Working - Contacted,4,0.269,1,0,0
00Q0E7713I88MIL01J,Michelle Miller,Cannon Group,Manufacturing,10080186.96,Email,Open - Not Contacted,4,0.165,1,0,0
00QSBQRQOZ0OVHSCF7,Christine Weaver,"Moss, Martinez and Hayes",Energy,2383529.56,Trade Show,Converted,10,0.237,1,0,1
00QAPBVQ19NS3382K7,Jennifer Pittman,Kelley-Carr,Energy,9242007.49,Partner Referral,Open - Not Contacted,1,0.263,0,0,0
00QBUXMUJYWYWGL1UW,Laura Larson,"Mitchell, Russell and Berry",Financial Services,1804041.98,Web,Unqualified,8,0.082,0,0,0
00QVIAHDWUHHY0SMD7,Benjamin Edwards,"Richardson, Ingram and Mccarty",Manufacturing,8331941.7,Email,Working - Contacted,9,0.355,1,0,0
00Q6EA1NZDZFSKA5PZ,Victor Walker,House-Perkins,E-Commerce,2159746.3,Web,Qualified,8,0.21,0,0,0
00QAIC55VUHGSEEC6N,Ryan Boyd,Little LLC,Manufacturing,3956556.28,Other,Open - Not Contacted,2,0.166,0,1,0
00Q67L87ZNUGRYM2XK,John Johnson,Nguyen LLC,Financial Services,12970192.27,Other,Open - Not Contacted,1,0.115,0,0,0
00QA8C6LMYJWYXAXUH,Amanda Johnson,Brown and Sons,Software,3630650.29,Web,Open - Not Contacted,4,0.212,0,1,0
00Q31S84XE7D7C1O4G,Mike Hernandez,Moran Group,E-Commerce,1578722.82,Trade Show,Working - Contacted,2,0.25,1,0,0
00QFGRK95A6W0II1CW,Alexander Miller,Cummings Group,Manufacturing,3374976.49,Web,Working - Contacted,6,0.187,1,0,0
00QMAIAHS5UVJDUOPL,Hannah Walker,"Mcmahon, Long and Mccormick",Nonprofit,5282966.58,Web Download,Converted,15,0.239,0,0,1
00QGV73I5RND23O0ES,Ruben Hernandez,Dean-Martinez,Financial Services,14566221.12,Partner Referral,Working - Contacted,6,0.224,1,0,0
00Q3KEP3EBU3H5SRRG,Joshua Arnold,Deleon-Schroeder,Manufacturing,13580824.76,Email,Working - Contacted,9,0.177,0,0,0
00QQB4I2G8WXRERQS9,Austin Patrick,"Gomez, Chapman and Woodward",Financial Services,44180552.66,Phone Inquiry,Working - Contacted,3,0.129,0,0,0
00Q9Q8IQ887N11THE9,Erin Wilkins,Anthony-Harris,Logistics,4938556.67,Web,Open - Not Contacted,8,0.197,1,0,0
00QFDC20UB8CHFWYOR,James Sandoval,"Smith, Rivera and Blackwell",Logistics,2039692.05,Other,Working - Contacted,4,0.186,1,0,0
00QMK2T1C1ZCFHWU6B,Nicole Reid,Blankenship Inc,Manufacturing,10619838.14,Web,Open - Not Contacted,8,0.207,0,0,0
00QL53JKQFLPDLUHLF,Sandra Franklin,Smith-Solis,Healthcare,4456554.52,Trade Show,Converted,5,0.208,2,0,1
00QG9PVBG32C6829YZ,Margaret Osborn,Castro-Hogan,Energy,21406797.25,Email,Converted,9,0.403,1,0,1
00QW50NZVK0FH01M89,Kyle Burnett,Kent-Hayden,Manufacturing,7410306.48,Web,Open - Not Contacted,5,0.104,0,0,0
00QG1P99G2EE26FIHV,Cody Garcia,Taylor Group,Software,13218593.21,Web Download,Qualified,3,0.234,0,0,0
00Q5XKA3D1D8RT9I56,Alan Dixon,Hughes PLC,Healthcare,43552510.01,Web Download,Open - Not Contacted,6,0.27,0,0,0
00QBA504L9HX8AKDSX,Kayla Ortega,Jacobs-Erickson,Education,15682186.68,Other,Nurturing,2,0.18,0,0,0
00QKVAW4JVPWORG30W,Amanda Watson,Romero-Mclaughlin,Financial Services,7250232.84,Purchased List,Open - Not Contacted,1,0.054,0,0,0
00QQM53S3K0JIC5B3U,Angela Smith,Taylor and Sons,Healthcare,5862444.39,Partner Referral,Unqualified,6,0.193,1,0,0
00QK82VIXY121KSQ6D,Monica Watson,"Nelson, Koch and Gordon",E-Commerce,11277939.19,Purchased List,Open - Not Contacted,5,0.01,0,0,0
00Q21LTPIRM5MLZVW0,Sheryl Graham,Cox LLC,Manufacturing,5491105.6,Web,Working - Contacted,12,0.055,0,0,0
00QX7DTY49O73DG9TY,Eugene Zimmerman,Castillo LLC,Nonprofit,2588761.08,Email,Working - Contacted,6,0.229,1,0,0
00QR3GQGJT3ICI5BYP,Janice Williams,Lee-Garcia,E-Commerce,3151136.03,Other,Open - Not Contacted,5,0.126,0,0,0
00Q1DBWWLRFZ1NQMKX,Lance Burns,"Dawson, Welch and Cooke",Healthcare,11029901.84,Phone Inquiry,Working - Contacted,6,0.069,0,0,0
00Q0LV01WQVQFXCURV,Katherine Munoz,"Thompson, Richards and Murphy",E-Commerce,3022684.33,Web,Open - Not Contacted,3,0.088,2,0,0
00Q9R8XW7DXOU9X8D3,Robyn Johnson,Garcia PLC,Healthcare,11993558.23,Web Download,Nurturing,10,0.212,1,0,0
00QS5P3GO4XV66IXAM,George Shaw,Salazar PLC,E-Commerce,6537490.94,Web,Working - Contacted,5,0.091,0,0,0
00QZKBXTHQK9ZK3K2T,Jesse Peterson,Hoffman Group,Software,8772323.79,Partner Referral,Nurturing,5,0.199,0,1,0
00QJ926Y1KAXT4SBSP,Ryan Mathis,Hernandez-Holt,E-Commerce,10762617.19,Trade Show,Open - Not Contacted,5,0.083,0,0,0
00Q1BO6VUAQL4JP8K8,Theresa Cox,"Evans, Hobbs and Johnson",E-Commerce,5184307.05,Web,Open - Not Contacted,8,0.181,1,0,0
00QMNQ4H2FZ7KDHRVJ,Lisa Marshall,Jackson-Johnson,E-Commerce,1301509.75,Trade Show,Working - Contacted,8,0.171,0,1,0
00Q1G7EQZEB4T1973B,Barbara Velasquez,Nunez-Jordan,Software,2884229.44,Purchased List,Open - Not Contacted,2,0.041,0,0,0
00QOZ5N2D5YBCDC796,James Nelson,"Smith, Barnes and Carson",E-Commerce,1603603.64,Web,Open - Not Contacted,7,0.227,1,0,0
00Q88TVRWTA8UKFB5R,Tiffany Jones,Robles-Wood,Software,29438900.69,Purchased List,Open - Not Contacted,1,0.072,0,0,0
00QEUAOO4Q1DO8PT1B,Jennifer Rogers,"Anderson, Shannon and Avery",Financial Services,55569849.88,Web,Open - Not Contacted,13,0.053,0,0,0
00QXCMBTHSDTLC7ZAL,Megan Taylor,Freeman-Le,Healthcare,2222055.85,Web Download,Unqualified,8,0.394,0,0,0
00QWUEGHY5WLLEZR3G,Mr. David Williams,Scott PLC,Software,4411646.52,Web Download,Converted,9,0.269,1,0,1
00Q0JDBKBDQFEFCFMO,Michelle Dunn MD,Terry-Cooper,Manufacturing,7563190.33,Email,Working - Contacted,6,0.292,0,0,0
00QDE1P73NY3CCJX30,Donna Cox,Elliott-Hensley,E-Commerce,21277280.1,Trade Show,Working - Contacted,6,0.134,1,0,0
00QG0MUE5KWAFSHP2N,Timothy Hernandez,"Vang, Gonzalez and Wong",Software,7200798.98,Phone Inquiry,Working - Contacted,10,0.109,0,0,0
00QCCVJ71LK8V3RLQ1,Albert Thornton,Bass Ltd,E-Commerce,10454161.0,Web Download,Qualified,8,0.334,1,1,0
00Q7AWZ261E3KTG8ZP,Michaela Cowan,Nguyen-Young,Financial Services,5822358.33,Web,Nurturing,6,0.083,0,0,0
00QFHRCR18XTGJTQGX,Hannah Perez,Thompson-Clark,Manufacturing,7925382.84,Web Download,Open - Not Contacted,8,0.268,0,0,0
00Q3KVHVMGBFF4UFEC,Jordan Guerrero,Adams-Singh,Nonprofit,2990152.05,Web Download,Nurturing,13,0.183,0,0,0
00QEPVUC0MBOUE4VV6,Tammy Ingram,Lang-Greene,Software,6032146.08,Partner Referral,Converted,7,0.257,2,0,1
00Q2V1RMXNNA9R4442,Monica Freeman,Hogan-Flores,Education,581165.97,Web Download,Nurturing,6,0.28,0,0,0
00Q2YAXM8ZVLNI3ODO,Susan Hernandez,"Villa, Kelly and Fox",Logistics,11199135.9,Email,Converted,7,0.344,2,1,1
00QSPI1RZGPC4TWLQS,Stephanie Castro,"Cooke, Malone and Jones",Logistics,3688191.17,Email,Working - Contacted,8,0.442,0,0,0
00QL5WLCAN3U2UHHWN,Mr. Carl Sparks,Bradley-Wright,Manufacturing,5226001.9,Email,Working - Contacted,8,0.201,0,0,0
00QTDAV33UKERUEDN0,Thomas Hahn,"Green, Sims and Anderson",E-Commerce,26373010.31,Email,Qualified,5,0.374,1,0,0
00QJEUMSO0F5TZGV82,Jasmine Anthony,"Harris, Roman and Williams",Education,1243456.49,Purchased List,Qualified,1,0.04,0,0,0
00QMUWJHWI6F5PJU4Y,Carly Larsen,Roth PLC,Software,2562466.0,Trade Show,Working - Contacted,4,0.162,0,0,0
00QC3UG5EFDD0HOVQ4,Sandra Murray,"Waller, Rios and Smith",Software,5879612.22,Partner Referral,Qualified,2,0.207,0,0,0
00QVSN5NVXZ826GXPT,Ryan Miller,Cantu-Gordon,Manufacturing,6153784.51,Web Download,Converted,11,0.203,1,0,1
00Q9P8MEKGNU49YHZY,Caroline Reed,Rhodes-Pineda,E-Commerce,3051802.97,Phone Inquiry,Open - Not Contacted,6,0.118,0,0,0
00Q6O2I49LT3D1P79N,Yolanda Weber,"Clark, Sanders and White",Software,7943019.29,Phone Inquiry,Nurturing,2,0.108,0,0,0
00Q6EE6ZNCXB2VA5H9,John Acosta,"Riley, Smith and Parker",Financial Services,11068738.83,Phone Inquiry,Working - Contacted,5,0.114,0,0,0
00QBBH3PRVRZHNCXV7,Diana Williams,Herrera PLC,Manufacturing,9588804.15,Trade Show,Open - Not Contacted,6,0.173,0,0,0
00Q0T20PHLJVTPWNFX,Tammy Petersen,"Ramirez, Cole and Horne",Nonprofit,908453.82,Web,Qualified,7,0.158,0,0,0
00Q59357Q6USWFLOAV,Amanda Solis,Caldwell-Franklin,Education,1212169.59,Web,Open - Not Contacted,10,0.116,0,0,0
00QBBI9RZ4SQVDM8VR,Christina Barnes,"Wilson, Kim and Dalton",Software,3139403.74,Web Download,Converted,9,0.313,1,0,1
00Q7HJF6Z8N8KCCYGZ,Robert Ward,Scott LLC,Healthcare,10215042.95,Other,Qualified,4,0.121,1,0,0
00QJUZ1XKKIR6I7E81,Maria Hernandez,Gutierrez-Boyle,E-Commerce,7019610.02,Web,Open - Not Contacted,7,0.285,1,0,0
00Q1JQ2KOLA29R5ZTP,Heather Simpson,King Inc,E-Commerce,11721317.06,Web,Open - Not Contacted,4,0.188,1,0,0
00Q459C87Z581D6LG5,Denise Carrillo,Conner Inc,Manufacturing,26767217.24,Web Download,Converted,17,0.261,1,0,1
00Q78KTMDJ02T01QML,Mrs. Kristen Perez MD,"Mccann, King and Camacho",Financial Services,3802269.85,Email,Nurturing,1,0.379,0,0,0
00QNKWR8HJH3RGY3RA,Krista Garner,"Green, Oneal and Ramos",Logistics,9920435.1,Trade Show,Working - Contacted,7,0.091,0,1,0
00Q3ZTA4BAFUQUO1BB,Jason Pratt,Rivera-Leach,Software,580079.17,Trade Show,Working - Contacted,4,0.147,0,0,0
00QTV0QWK0AQ1HDCCW,Justin Rivera,"Lawrence, Cooper and Mendoza",Manufacturing,13717807.82,Web,Working - Contacted,8,0.161,0,0,0
00QM1J9LE3FSZFKKXV,Timothy Diaz,Vaughan-Short,E-Commerce,71729079.99,Web Download,Converted,9,0.224,2,0,1
00QL1P6TKMG9YJ2HKM,Mario Ortiz,Thornton-Cole,Education,1165140.27,Web Download,Qualified,8,0.166,0,0,0
00QR1K219WJZV9KZN4,Andrea Norris,"Fuentes, Reyes and Park",Financial Services,3105512.96,Web,Converted,12,0.243,1,0,1
00QXGVDQSTKTXMTIQD,George Fernandez,Reyes-Mitchell,Financial Services,17655523.07,Web Download,Open - Not Contacted,7,0.26,0,0,0
00QJP9MC5GPE06IB1Y,Sharon Andrews,Hernandez Inc,Software,3568341.51,Phone Inquiry,Nurturing,4,0.103,0,0,0
00QX0K4J6X9UX0Y8W0,Mr. Anthony Lewis,"Price, Knapp and Schultz",Software,4862964.26,Trade Show,Working - Contacted,5,0.115,0,0,0
00Q4P29PFO4OVD5T80,Shawn Woodard,Paul Group,Software,17518616.82,Email,Unqualified,6,0.321,1,0,0
00QUK537802IT0VRGZ,Scott Graham,Deleon Group,Software,607523.11,Phone Inquiry,Working - Contacted,2,0.171,1,0,0
00QIMTPC3NUZU3524F,Johnny Campbell,Jacobs-Rogers,E-Commerce,14706400.05,Web,Converted,6,0.173,1,1,1
00QXUMU6758Q0FXBRD,Kevin Stone,Petersen Inc,Healthcare,3977608.51,Email,Working - Contacted,4,0.368,1,0,0
00QAAPKCQPHUV2T3Q4,Teresa Thomas,Scott Ltd,E-Commerce,13323246.54,Email,Open - Not Contacted,4,0.318,2,0,0
00QU2T71J7J8POKTAE,Lauren Anderson,"Carpenter, Chapman and Bush",Healthcare,8128370.52,Web,Nurturing,7,0.167,1,0,0
00QG0NNQ65KW34SEBH,Michelle Baker,"Rivera, Kim and Wood",Logistics,3406290.21,Trade Show,Open - Not Contacted,11,0.06,1,0,0
00Q8R1E3FR2JG1UZEB,Christian Phillips,"Johnson, Walker and Yang",Nonprofit,4506112.25,Web,Qualified,4,0.195,1,0,0
00Q0MQDXU7TQAZ3PKL,Kara Cox,Hill Group,Software,9321908.86,Web,Nurturing,9,0.117,0,0,0
00QZ8EWPV4CIOQU73A,Kathy Robertson,"Wallace, Clark and Richard",Healthcare,8024494.45,Web Download,Working - Contacted,9,0.239,0,0,0
00QXKWIA4Q384Z1AQ8,Angela Mullen,Pearson PLC,E-Commerce,4847217.32,Other,Working - Contacted,7,0.036,0,0,0
00Q5NUOYT1KA5A0ZNY,Tasha Zuniga,"Sanchez, Good and Hill",Financial Services,13116840.53,Partner Referral,Nurturing,5,0.118,0,0,0
00QLKK5HFXNUGRI9DN,Jared Taylor,Mann Inc,E-Commerce,1985400.9,Phone Inquiry,Open - Not Contacted,3,0.175,0,0,0
00QSP6Q1WIC7TXT75W,Sherry Miller,"Soto, Tanner and Watkins",Manufacturing,5973149.56,Trade Show,Converted,13,0.171,2,0,1
00QJ010J02GXZL8VYY,Stacey Carter,Rivera-Taylor,Energy,2959814.84,Trade Show,Qualified,1,0.156,0,0,0
00QMBR3MYL34SXDGE7,Darryl Thomas,Ball-Schultz,Manufacturing,5523524.22,Purchased List,Qualified,4,0.121,0,0,0
00QOOANVQLYPZ3GD8U,Kevin Lowe,Williams-Edwards,Software,22225603.98,Email,Working - Contacted,8,0.305,0,0,0
00QIUCVWDUWYE0Q7W5,Michelle Cruz,Waller Group,Financial Services,8569968.05,Web Download,Converted,13,0.264,1,0,1
00QVA4KDOEYITL92PQ,Monica Smith,Houston Group,Financial Services,7299141.27,Web Download,Working - Contacted,4,0.17,0,0,0
00Q9GYKLVXRQXMQ8DT,Dustin Johnson,"Young, Hines and Flores",Manufacturing,13955283.75,Purchased List,Open - Not Contacted,6,0.051,0,0,0
00QKAEKG26HWOHYV6H,Jessica Johnson,Holmes-Kelly,Software,15576018.74,Web Download,Converted,16,0.205,3,0,1
00QBRRIXORZSZ6OTFM,John Thomas,Hayes-Dominguez,Software,5306297.5,Partner Referral,Nurturing,4,0.262,0,0,0
00QV1O3R6RBOSRTEQG,Jon Mccoy,Garcia LLC,Manufacturing,65983133.22,Web,Converted,12,0.107,0,1,1
00QTWY2JZGJOCYMV10,James Durham,Miller and Sons,Financial Services,6216844.89,Web,Working - Contacted,9,0.086,0,0,0
00QME8LW3X26DX656R,Tracy Andrews,"Mason, Moyer and Clark",Manufacturing,5320472.93,Other,Working - Contacted,6,0.094,0,0,0
00QSGAZZKSWFXQ5LFR,Barry Lawson,Burke-Ramsey,Education,773302.88,Web Download,Unqualified,10,0.298,0,0,0
00QJ7LD4M9POVMXHOJ,Mr. Jacob Nguyen,Downs-Wilson,Financial Services,16828437.35,Email,Converted,6,0.33,2,0,1
00Q310YIV4PCS06JM4,Linda Rhodes,"Ewing, Marshall and Oliver",Logistics,6198937.79,Email,Converted,10,0.287,6,1,1
00QR4RTW8LY0CCUCUA,Catherine Berry,Perez Group,Energy,4983148.8,Web,Nurturing,6,0.293,0,0,0
00QB3HS1HJ7JXDSV2D,Jennifer Mcfarland,Gray PLC,E-Commerce,3463915.48,Web,Working - Contacted,4,0.199,0,0,0
00QDMORWV0TQLANAPS,Toni Brown,"Cisneros, Baldwin and Powell",Manufacturing,20488415.66,Trade Show,Open - Not Contacted,2,0.229,0,1,0
00Q2WMRSLJOVT7NT42,Brian Cooper,Perez-Norris,E-Commerce,4359284.47,Partner Referral,Open - Not Contacted,4,0.233,0,0,0
00Q9D50FOCQUQ1IYKA,Billy Jackson,Collins Group,Software,8182372.07,Web,Nurturing,7,0.15,1,0,0
00Q697O680A1FRZLY5,Jason Castro,"Lee, Carlson and Clark",Logistics,15292818.83,Web,Open - Not Contacted,5,0.106,0,1,0
00Q8TG3CUF0MQ8ED0B,Brandon Stewart,"Smith, Mann and Holmes",E-Commerce,2120082.95,Partner Referral,Open - Not Contacted,5,0.178,0,1,0
00QNFAUIHOR5AYQKU9,Bonnie Lee,Thompson-Jackson,Healthcare,26094363.28,Email,Working - Contacted,4,0.323,1,0,0
00QORHSOVQR0DHD2A3,Marie Rogers,"Mcguire, Escobar and Williams",E-Commerce,7822049.62,Email,Open - Not Contacted,8,0.355,0,0,0
00Q0NP4HR9N2RGHITB,Daniel Sanchez,"Duran, Hill and Mills",Logistics,7801201.01,Web,Working - Contacted,8,0.148,0,0,0
00QUKH4EE9B6ZFBWWR,Megan Phillips,Vang-Barnes,E-Commerce,8286638.63,Partner Referral,Open - Not Contacted,6,0.251,0,0,0
00QL8Y1BHLFQPCTYGS,Michael Crawford,Baldwin LLC,E-Commerce,15811738.03,Web Download,Converted,9,0.321,4,1,1
00QMKA1P6W7I1JZVFN,Charles Boone,Holden-Hull,Education,1055005.28,Partner Referral,Converted,6,0.38,1,1,1
00QMITB3ISZBZQ6QES,Gregory Colon,Sanchez-Cruz,Software,5388443.16,Web,Working - Contacted,6,0.171,0,0,0
00Q4U22LN733Y6DSZ7,Logan Winters,Miller-Wilson,Energy,632737.11,Web Download,Converted,9,0.294,3,1,1
00QOUQC0Z841UUZGOA,Edward Collins,"Vega, Odonnell and Baker",Education,4601413.19,Web,Working - Contacted,7,0.237,0,0,0
00QEVTREMWQDZIXMV3,Barbara Mann,Holmes-Salazar,Logistics,41169197.86,Partner Referral,Unqualified,3,0.242,0,0,0
00QME5O8MGBEPLQLJU,Jeff Delacruz,"Cline, Yoder and Hammond",Manufacturing,3604174.07,Email,Open - Not Contacted,7,0.28,0,0,0
00Q6NK5KGJBWCDBBYZ,Victoria Pitts,Cameron-Rogers,Nonprofit,820284.98,Partner Referral,Nurturing,4,0.169,0,0,0
00QF4LJZ6J4L8DBGDF,Jesus Jackson,Murphy-Davis,Manufacturing,9252095.18,Partner Referral,Nurturing,4,0.159,0,0,0
00QUCACMNSRQLXPXGO,Roberto Brown,Oneill-Moore,Energy,5907154.54,Email,Converted,9,0.344,2,0,1
00QKXEVQ80HD7RXZUC,James Valenzuela,"Massey, Chapman and Alvarado",E-Commerce,9622378.4,Trade Show,Nurturing,8,0.104,0,0,0
00Q72BSDKET6DH3NX3,Kathleen Cuevas MD,Orr PLC,Financial Services,11596430.97,Web,Converted,7,0.179,2,0,1
00QAID5M7BRCKYRAH5,Amanda Barton,"Key, Henderson and Cline",Education,352488.67,Web,Unqualified,2,0.277,0,0,0
00QVS6YDFEXTSD16Z1,Elizabeth Carter,Ruiz-Huerta,Nonprofit,779070.44,Email,Open - Not Contacted,5,0.343,0,0,0
00QJS6T6PJ7L1S15H8,Xavier Patterson,"Williams, Jones and Brown",E-Commerce,1768492.09,Web,Working - Contacted,8,0.11,1,0,0
00Q0PZUUM0EQJFV4O5,Paul Rocha,"Hernandez, Collins and Carpenter",Nonprofit,7423189.19,Email,Nurturing,9,0.374,1,0,0
00QVZ44KKC2AGRIF3F,Timothy Herman,Allen Inc,Education,3068362.97,Other,Nurturing,1,0.033,0,0,0
00Q0TGQUZV6HMYEPI5,Denise Cherry,"Rogers, Cruz and Anderson",Nonprofit,1988258.44,Web,Working - Contacted,9,0.116,0,0,0
00Q32PEDGVQL35EFW5,Sean Roberts,"Oliver, Cole and Wood",Manufacturing,3290374.38,Web,Working - Contacted,1,0.09,0,0,0
00Q09YPJIZC2OLCP85,Deanna Webb,Ingram-Zavala,Financial Services,1206186.22,Web Download,Unqualified,5,0.139,0,0,0
00QEUXUUTXEJMA8Y5J,Ashley Fields,"Barron, Smith and Paul",Logistics,15008862.58,Web,Open - Not Contacted,9,0.124,0,1,0
00QBKHAA8CHL3QNJXU,Jesus Hurley,Harris-Thompson,Education,3596365.3,Email,Nurturing,6,0.332,1,0,0
00QWAFIPCVMUCNDJOF,Breanna Norris,Gonzalez LLC,Energy,32417902.35,Partner Referral,Open - Not Contacted,8,0.236,0,0,0
00QRXFE1OR9J2SLFTU,Ryan Davis,"House, Smith and Collins",E-Commerce,9071555.77,Web Download,Nurturing,9,0.215,0,0,0
00Q7HNYLE0BA68XNI2,Samantha Henderson,Johnson PLC,Healthcare,1463048.14,Web,Open - Not Contacted,5,0.129,0,0,0
00QMNGOY06SMQJMUKJ,Christopher Gomez,"Hale, Adkins and Turner",E-Commerce,5896989.2,Email,Qualified,5,0.292,0,0,0
00QDQ6HOUMPPSDVALS,John Garrett,Frank Ltd,Manufacturing,22547990.23,Web,Converted,11,0.236,1,0,1
00QGBU6IAELNON1P1S,Danielle Morgan,Schmidt Group,Software,2403703.76,Purchased List,Open - Not Contacted,7,0.036,0,0,0
00QMAIZL78H4ZRVYG7,Willie Ellis,"Moore, Wright and Martin",Financial Services,7484950.96,Web,Nurturing,7,0.198,1,0,0
